Envi,Formula,rho,p,Group
WSOCnbb,C37H14N2O14,-0.671,6.00E-04,Noto
WSOCnbb,C37H14N2O2,-0.671,6.00E-04,Noto
WSOCnbb,C37H15N,-0.671,6.00E-04,Noto
WSOCnbb,C37H15N3O2,-0.671,6.00E-04,Noto
WSOCnbb,C37H16N2,0.706,2.00E-04,Noto
WSOCnbb,C37H16N2O,0.706,2.00E-04,Noto
WSOCnbb,C37H16N2O2,0.706,2.00E-04,Noto
WSOCnbb,C37H17N3O,0.706,2.00E-04,Noto
WSOCnbb,C37H18N2,0.706,2.00E-04,Noto
WSOCnbb,C37H18N2O,0.706,2.00E-04,Noto
WSOCnbb,C37H26O6,-0.347,0.1141,Noto
WSOCnbb,C37H26O7,-0.403,0.0631,Noto
WSOCnbb,C37H28O5S,-0.693,4.00E-04,Noto
WSOCnbb,C37H28O7,-0.626,0.0018,Noto
WSOCnbb,C37H30O5S,-0.626,0.0018,Noto
WSOCnbb,C37H30O6S,-0.4,0.0652,Noto
WSOCnbb,C37H32N4,-0.198,0.378,Noto
WSOCnbb,C37H34O12,-0.198,0.378,Noto
WSOCnbb,C37H34S,-0.198,0.378,Noto
WSOCnbb,C37H36O12,-0.198,0.378,Noto
WSOCnbb,C37H38O12,-0.198,0.378,Noto
WSOCnbb,C37H38O13,-0.198,0.378,Noto
WSOCnbb,C37H40O12,-0.198,0.378,Noto
WSOCnbb,C37H42O11,-0.198,0.378,Noto
WSOCnbb,C37H42O13,-0.198,0.378,Noto
WSOCnbb,C37H44O11,-0.198,0.378,Noto
WSOCnbb,C37H44O12,-0.198,0.378,Noto
WSOCnbb,C37H44O2,-0.378,0.0832,Noto
WSOCnbb,C37H46O10,-0.378,0.0832,Noto
WSOCnbb,C37H46O11,-0.378,0.0832,Noto
WSOCnbb,C37H52OS,-0.502,0.0172,Noto
WSOCnbb,C37H56O8,-0.502,0.0172,Noto
WSOCnbb,C37H60O19,-0.374,0.0868,Noto
WSOCnbb,C38H12N2,-0.374,0.0868,Noto
WSOCnbb,C38H12N2O,-0.374,0.0868,Noto
WSOCnbb,C38H12N2O2,-0.374,0.0868,Noto
WSOCnbb,C38H13N,-0.374,0.0868,Noto
WSOCnbb,C38H14,0.044,0.8442,Noto
WSOCnbb,C38H14N2,0.044,0.8442,Noto
WSOCnbb,C38H14N2O,0.044,0.8442,Noto
WSOCnbb,C38H14N2O2,0.044,0.8442,Noto
WSOCnbb,C38H15N,0.044,0.8442,Noto
WSOCnbb,C38H15N3O3,0.044,0.8442,Noto
WSOCnbb,C38H16N2,0.044,0.8442,Noto
WSOCnbb,C38H16N2O,0.614,0.0023,Noto
WSOCnbb,C38H16N2O2,0.614,0.0023,Noto
WSOCnbb,C38H17N,0.614,0.0023,Noto
WSOCnbb,C38H17N3O3,0.614,0.0023,Noto
WSOCnbb,C38H18,-0.039,0.8624,Noto
WSOCnbb,C38H18N2,-0.039,0.8624,Noto
WSOCnbb,C38H18N2O,-0.039,0.8624,Noto
WSOCnbb,C38H18N2O2,-0.039,0.8624,Noto
WSOCnbb,C38H19N3O3,-0.039,0.8624,Noto
WSOCnbb,C38H20,-0.509,0.0155,Noto
WSOCnbb,C38H20N2,-0.509,0.0155,Noto
WSOCnbb,C38H20N2O,-0.509,0.0155,Noto
WSOCnbb,C38H34N4O5S,-0.509,0.0155,Noto
WSOCnbb,C38H40O7S,-0.484,0.0226,Noto
WSOCnbb,C38H42S,-0.435,0.043,Noto
WSOCnbb,C38H52O9,-0.128,0.569,Noto
WSOCnbb,C38H75NO3,-0.546,0.0086,Noto
WSOCnbb,C39H12N2,-0.546,0.0086,Noto
WSOCnbb,C39H12N2O,-0.546,0.0086,Noto
WSOCnbb,C39H13N,-0.546,0.0086,Noto
WSOCnbb,C39H13N3O2,-0.546,0.0086,Noto
WSOCnbb,C39H14N2,-0.546,0.0086,Noto
WSOCnbb,C39H14N2O,-0.546,0.0086,Noto
WSOCnbb,C39H14N2O2,-0.546,0.0086,Noto
WSOCnbb,C39H15N,-0.546,0.0086,Noto
WSOCnbb,C39H16N2,-0.546,0.0086,Noto
WSOCnbb,C39H16N2O,-0.546,0.0086,Noto
WSOCnbb,C39H16N2O2,-0.546,0.0086,Noto
WSOCnbb,C39H16O,-0.388,0.074,Noto
WSOCnbb,C39H17N,-0.388,0.074,Noto
WSOCnbb,C39H17NO,-0.388,0.074,Noto
WSOCnbb,C39H18,-0.299,0.1765,Noto
WSOCnbb,C39H18N2,-0.299,0.1765,Noto
WSOCnbb,C39H18N2O,-0.299,0.1765,Noto
WSOCnbb,C39H18N2O2,-0.299,0.1765,Noto
WSOCnbb,C39H19N,-0.299,0.1765,Noto
WSOCnbb,C39H19N3O3,-0.299,0.1765,Noto
WSOCnbb,C39H20N2,-0.299,0.1765,Noto
WSOCnbb,C39H20N2O,-0.299,0.1765,Noto
WSOCnbb,C39H20N2O2,-0.299,0.1765,Noto
WSOCnbb,C39H20O,0.125,0.5779,Noto
WSOCnbb,C39H21N3O3,0.125,0.5779,Noto
WSOCnbb,C39H22N2,0.125,0.5779,Noto
WSOCnbb,C39H22N2O,0.125,0.5779,Noto
WSOCnbb,C39H30N4,-0.484,0.0223,Noto
WSOCnbb,C39H30O8,-0.493,0.0198,Noto
WSOCnbb,C39H30O9,-0.052,0.8176,Noto
WSOCnbb,C39H32O7S,-0.174,0.439,Noto
WSOCnbb,C39H44S,-0.316,0.1523,Noto
WSOCnbb,C39H78O6,-0.354,0.1061,Noto
WSOCnbb,C40H14N2,-0.354,0.1061,Noto
WSOCnbb,C40H14N2O,-0.354,0.1061,Noto
WSOCnbb,C40H15N,-0.354,0.1061,Noto
WSOCnbb,C40H16N2O,-0.354,0.1061,Noto
WSOCnbb,C40H16N2O2,-0.354,0.1061,Noto
WSOCnbb,C40H17N,0.534,0.0105,Noto
WSOCnbb,C40H17NO,0.534,0.0105,Noto
WSOCnbb,C40H18N2,0.576,0.005,Noto
WSOCnbb,C40H18N2O,0.576,0.005,Noto
WSOCnbb,C40H18N2O2,0.306,0.1663,Noto
WSOCnbb,C40H18N2O3,0.306,0.1663,Noto
WSOCnbb,C40H19N,0.439,0.0409,Noto
WSOCnbb,C40H19N3O3,0.439,0.0409,Noto
WSOCnbb,C40H19NO,0.439,0.0409,Noto
WSOCnbb,C40H20N2,0.623,0.002,Noto
WSOCnbb,C40H20N2O,0.613,0.0024,Noto
WSOCnbb,C40H20N2O2,0.613,0.0024,Noto
WSOCnbb,C40H20N2O3,0.613,0.0024,Noto
WSOCnbb,C40H21N,0.613,0.0024,Noto
WSOCnbb,C40H21N3O2,0.613,0.0024,Noto
WSOCnbb,C40H22N2,0.613,0.0024,Noto
WSOCnbb,C40H22N2O,0.613,0.0024,Noto
WSOCnbb,C40H23N3O3,0.613,0.0024,Noto
WSOCnbb,C40H24N2O,0.613,0.0024,Noto
WSOCnbb,C40H26N2,0.613,0.0024,Noto
WSOCnbb,C40H30O9,-0.281,0.2053,Noto
WSOCnbb,C40H32O7S,-0.339,0.1232,Noto
WSOCnbb,C40H34O9,-0.453,0.0343,Noto
WSOCnbb,C40H44O8S,-0.43,0.0457,Noto
WSOCnbb,C40H66O21,-0.244,0.2732,Noto
WSOCnbb,C40H79NO3,-0.357,0.1024,Noto
WSOCnbb,C41H14N2,-0.357,0.1024,Noto
WSOCnbb,C41H15N,-0.357,0.1024,Noto
WSOCnbb,C41H16N2,-0.357,0.1024,Noto
WSOCnbb,C41H16N2O2,-0.357,0.1024,Noto
WSOCnbb,C41H17N,-0.357,0.1024,Noto
WSOCnbb,C41H18N2,0.708,2.00E-04,Noto
WSOCnbb,C41H18N2O,0.708,2.00E-04,Noto
WSOCnbb,C41H18N2O2,0.708,2.00E-04,Noto
WSOCnbb,C41H18N2O4,0.708,2.00E-04,Noto
WSOCnbb,C41H19N,0.715,2.00E-04,Noto
WSOCnbb,C41H19N3O2,0.715,2.00E-04,Noto
WSOCnbb,C41H19N3O3,0.715,2.00E-04,Noto
WSOCnbb,C41H19NO,0.715,2.00E-04,Noto
WSOCnbb,C41H20,-0.808,0,Noto
WSOCnbb,C41H20N2,0.695,3.00E-04,Noto
WSOCnbb,C41H20N2O,0.544,0.0088,Noto
WSOCnbb,C41H20N2O2,0.635,0.0015,Noto
WSOCnbb,C41H20N2O3,0.512,0.0148,Noto
WSOCnbb,C41H20N2O4,0.512,0.0148,Noto
WSOCnbb,C41H21N,0.673,6.00E-04,Noto
WSOCnbb,C41H21N3O2,0.598,0.0033,Noto
WSOCnbb,C41H21N3O3,0.668,7.00E-04,Noto
WSOCnbb,C41H21N3O4,0.634,0.0015,Noto
WSOCnbb,C41H21N3O5,0.52,0.0131,Noto
WSOCnbb,C41H21NO,0.52,0.0131,Noto
WSOCnbb,C41H22N2,0.608,0.0027,Noto
WSOCnbb,C41H22N2O,0.599,0.0032,Noto
WSOCnbb,C41H22N2O2,0.601,0.0031,Noto
WSOCnbb,C41H22N2O3,0.425,0.0484,Noto
WSOCnbb,C41H22N4O6,0.425,0.0484,Noto
WSOCnbb,C41H22O2,-0.147,0.5127,Noto
WSOCnbb,C41H23N,-0.147,0.5127,Noto
WSOCnbb,C41H23N3O2,-0.147,0.5127,Noto
WSOCnbb,C41H23N3O3,-0.147,0.5127,Noto
WSOCnbb,C41H23N3O4,-0.147,0.5127,Noto
WSOCnbb,C41H24N2,-0.147,0.5127,Noto
WSOCnbb,C41H24N2O,-0.147,0.5127,Noto
WSOCnbb,C41H24N2O2,-0.147,0.5127,Noto
WSOCnbb,C41H26N2,-0.147,0.5127,Noto
WSOCnbb,C41H31NS,-0.764,0,Noto
WSOCnbb,C41H60OS,-0.51,0.0154,Noto
WSOCnbb,C41H66O15,-0.241,0.2799,Noto
WSOCnbb,C41H66O20,-0.007,0.9747,Noto
WSOCnbb,C42H16N2,-0.007,0.9747,Noto
WSOCnbb,C42H16N2O,-0.007,0.9747,Noto
WSOCnbb,C42H18N2O2,-0.007,0.9747,Noto
WSOCnbb,C42H18N2O3,-0.007,0.9747,Noto
WSOCnbb,C42H20N2,-0.007,0.9747,Noto
WSOCnbb,C42H20N2O,-0.007,0.9747,Noto
WSOCnbb,C42H20N2O2,-0.007,0.9747,Noto
WSOCnbb,C42H21N,-0.007,0.9747,Noto
WSOCnbb,C42H22N2,-0.007,0.9747,Noto
WSOCnbb,C42H22N2O3,-0.007,0.9747,Noto
WSOCnbb,C42H22O2,-0.005,0.9821,Noto
WSOCnbb,C42H23N,-0.005,0.9821,Noto
WSOCnbb,C42H24N2,-0.005,0.9821,Noto
WSOCnbb,C42H24N2O,-0.005,0.9821,Noto
WSOCnbb,C42H24N2O2,-0.005,0.9821,Noto
WSOCnbb,C42H25N,-0.005,0.9821,Noto
WSOCnbb,C42H26N2,-0.005,0.9821,Noto
WSOCnbb,C42H26N2O,-0.005,0.9821,Noto
WSOCnbb,C42H28N2,-0.005,0.9821,Noto
WSOCnbb,C42H28N2O,-0.005,0.9821,Noto
WSOCnbb,C42H38O10,-0.065,0.7723,Noto
WSOCnbb,C42H42N2O6,-0.495,0.0191,Noto
WSOCnbb,C42H46O9S,-0.525,0.0121,Noto
WSOCnbb,C42H54O8,-0.525,0.0121,Noto
WSOCnbb,C42H66O21,0.222,0.3209,Noto
WSOCnbb,C43H20N2O2,0.222,0.3209,Noto
WSOCnbb,C43H22N2,0.222,0.3209,Noto
WSOCnbb,C43H22N2O,0.222,0.3209,Noto
WSOCnbb,C43H22N2O2,0.222,0.3209,Noto
WSOCnbb,C43H23N,0.222,0.3209,Noto
WSOCnbb,C43H23NO,0.222,0.3209,Noto
WSOCnbb,C43H24N2,0.222,0.3209,Noto
WSOCnbb,C43H24N2O,0.222,0.3209,Noto
WSOCnbb,C43H24N2O2,0.222,0.3209,Noto
WSOCnbb,C43H24N2O3,0.222,0.3209,Noto
WSOCnbb,C43H24O3,-0.183,0.4156,Noto
WSOCnbb,C43H25N,-0.183,0.4156,Noto
WSOCnbb,C43H26N2O2,-0.183,0.4156,Noto
WSOCnbb,C43H27N,-0.183,0.4156,Noto
WSOCnbb,C43H28N2,-0.183,0.4156,Noto
WSOCnbb,C43H28N2O,-0.183,0.4156,Noto
WSOCnbb,C43H28N2O2,-0.183,0.4156,Noto
WSOCnbb,C43H29N3O2,-0.183,0.4156,Noto
WSOCnbb,C43H30N2,-0.183,0.4156,Noto
WSOCnbb,C43H36O10,-0.426,0.0479,Noto
WSOCnbb,C43H36O9,-0.77,0,Noto
WSOCnbb,C43H38O10,-0.77,0,Noto
WSOCnbb,C43H38O11,-0.172,0.443,Noto
WSOCnbb,C43H38O7S,-0.695,3.00E-04,Noto
WSOCnbb,C43H38O8S,-0.379,0.0815,Noto
WSOCnbb,C43H40O9S,0.024,0.9145,Noto
WSOCnbb,C43H42N2O7,-0.498,0.0184,Noto
WSOCnbb,C43H42N2S2,0.118,0.6013,Noto
WSOCnbb,C43H65N3O15S,-0.427,0.0476,Noto
WSOCnbb,C44H20N2O2,-0.427,0.0476,Noto
WSOCnbb,C44H22N2,-0.427,0.0476,Noto
WSOCnbb,C44H24N2O,-0.427,0.0476,Noto
WSOCnbb,C44H24N2OS,-0.27,0.2248,Noto
WSOCnbb,C44H24O3,-0.159,0.481,Noto
WSOCnbb,C44H25N,-0.159,0.481,Noto
WSOCnbb,C44H26N2,-0.159,0.481,Noto
WSOCnbb,C44H26N2O,-0.159,0.481,Noto
WSOCnbb,C44H26N2O2,-0.159,0.481,Noto
WSOCnbb,C44H27N,-0.159,0.481,Noto
WSOCnbb,C44H28N2,-0.159,0.481,Noto
WSOCnbb,C44H28N2O,-0.159,0.481,Noto
WSOCnbb,C44H28N2O2,-0.159,0.481,Noto
WSOCnbb,C44H30N2O,-0.159,0.481,Noto
WSOCnbb,C44H30O3,-0.007,0.9747,Noto
WSOCnbb,C44H50O10S,-0.582,0.0045,Noto
WSOCnbb,C44H70O5S,-0.754,1.00E-04,Noto
WSOCnbb,C44H91N3O10S,0.214,0.3395,Noto
WSOCnbb,C45H24N2O,0.214,0.3395,Noto
WSOCnbb,C45H26N2,0.214,0.3395,Noto
WSOCnbb,C45H26N2O,0.214,0.3395,Noto
WSOCnbb,C45H26N2O2,0.214,0.3395,Noto
WSOCnbb,C45H28N2,0.214,0.3395,Noto
WSOCnbb,C45H28N2O,0.214,0.3395,Noto
WSOCnbb,C45H28O2,0.214,0.3395,Noto
WSOCnbb,C45H28O3,-0.039,0.8624,Noto
WSOCnbb,C45H29N,-0.039,0.8624,Noto
WSOCnbb,C45H29N3O3,-0.039,0.8624,Noto
WSOCnbb,C45H30N2,-0.039,0.8624,Noto
WSOCnbb,C45H30N2O,-0.039,0.8624,Noto
WSOCnbb,C45H30O3,-0.039,0.8624,Noto
WSOCnbb,C45H30O4,0.032,0.8863,Noto
WSOCnbb,C45H32N2,0.032,0.8863,Noto
WSOCnbb,C45H32N2O,0.032,0.8863,Noto
WSOCnbb,C45H37NO2S,-0.622,0.002,Noto
WSOCnbb,C45H40O11,-0.788,0,Noto
WSOCnbb,C45H40O12,-0.03,0.8961,Noto
WSOCnbb,C45H42O10S,0.014,0.952,Noto
WSOCnbb,C45H42O9S,-0.41,0.0581,Noto
WSOCnbb,C45H44N2S2,-0.402,0.0635,Noto
WSOCnbb,C45H85NO5,-0.726,1.00E-04,Noto
WSOCnbb,C45H87NO3S,-0.359,0.1012,Noto
WSOCnbb,C45H89NO5,-0.458,0.0321,Noto
WSOCnbb,C46H22N2O,-0.458,0.0321,Noto
WSOCnbb,C46H28N2,-0.458,0.0321,Noto
WSOCnbb,C46H28N2O,-0.458,0.0321,Noto
WSOCnbb,C46H28N2O2,-0.458,0.0321,Noto
WSOCnbb,C46H28N2O3,-0.458,0.0321,Noto
WSOCnbb,C46H29N3O3,-0.458,0.0321,Noto
WSOCnbb,C46H29N3O4,-0.458,0.0321,Noto
WSOCnbb,C46H30N2,-0.458,0.0321,Noto
WSOCnbb,C46H30N2O,-0.458,0.0321,Noto
WSOCnbb,C46H30N2O2,-0.458,0.0321,Noto
WSOCnbb,C46H30N2O3,-0.458,0.0321,Noto
WSOCnbb,C46H31N3O3,-0.458,0.0321,Noto
WSOCnbb,C46H34N2,-0.458,0.0321,Noto
WSOCnbb,C46H34N2O,-0.458,0.0321,Noto
WSOCnbb,C46H40O12,0.294,0.1838,Noto
WSOCnbb,C46H42O10S,-0.218,0.3298,Noto
WSOCnbb,C46H44N2S2,-0.06,0.7915,Noto
WSOCnbb,C46H50N2S2,-0.686,4.00E-04,Noto
WSOCnbb,C46H52O11S,-0.535,0.0103,Noto
WSOCnbb,C47H30N2,-0.535,0.0103,Noto
WSOCnbb,C47H30O3,-0.755,0,Noto
WSOCnbb,C47H32N2,-0.755,0,Noto
WSOCnbb,C47H32N2O,-0.755,0,Noto
WSOCnbb,C47H32N4O2S,-0.755,0,Noto
WSOCnbb,C47H32O4,-0.755,0,Noto
WSOCnbb,C47H32O5,-0.098,0.665,Noto
WSOCnbb,C47H34N2O,-0.098,0.665,Noto
WSOCnbb,C47H34N4S2,-0.098,0.665,Noto
WSOCnbb,C47H36N2O2,-0.098,0.665,Noto
WSOCnbb,C47H41NO3S,-0.727,1.00E-04,Noto
WSOCnbb,C47H50N2O2S2,-0.429,0.0464,Noto
WSOCnbb,C47H70N4O19,-0.322,0.1444,Noto
WSOCnbb,C47H83N3O9,-0.428,0.0472,Noto
WSOCnbb,C47H91NO3S,-0.428,0.0472,Noto
WSOCnbb,C47H93NO6,-0.185,0.4097,Noto
WSOCnbb,C47H93NOS2,-0.677,5.00E-04,Noto
WSOCnbb,C47H95NO4S,-0.425,0.0484,Noto
WSOCnbb,C47H97NO2S2,-0.598,0.0033,Noto
WSOCnbb,C48H30N2O2,-0.598,0.0033,Noto
WSOCnbb,C48H30N2O3,-0.598,0.0033,Noto
WSOCnbb,C48H32O5,-0.171,0.448,Noto
WSOCnbb,C48H36S2,-0.171,0.448,Noto
WSOCnbb,C48H48N2S2,0.135,0.5506,Noto
WSOCnbb,C48H50N2O2S2,-0.518,0.0135,Noto
WSOCnbb,C48H50N2O3S2,-0.154,0.4948,Noto
WSOCnbb,C48H50N2OS2,-0.705,2.00E-04,Noto
WSOCnbb,C48H52N2O2S2,-0.381,0.0805,Noto
WSOCnbb,C48H56O12S,-0.424,0.049,Noto
WSOCnbb,C48H62S,-0.245,0.2715,Noto
WSOCnbb,C48H93NS2,-0.725,1.00E-04,Noto
WSOCnbb,C48H97NOS2,-0.431,0.045,Noto
WSOCnbb,C49H34O6,-0.021,0.9266,Noto
WSOCnbb,C49H50N2O2S2,-0.397,0.0672,Noto
WSOCnbb,C49H50N2S2,-0.576,0.005,Noto
WSOCnbb,C49H50O11S,-0.237,0.2884,Noto
WSOCnbb,C49H52N2OS2,-0.534,0.0105,Noto
WSOCnbb,C49H83N3O9,-0.033,0.8825,Noto
WSOCnbb,C49H93NO4,-0.609,0.0026,Noto
WSOCnbb,C49H95NO2S,-0.148,0.511,Noto
WSOCnbb,C49H97NO5,-0.104,0.6439,Noto
WSOCnbb,C49H97NOS2,-0.512,0.0149,Noto
WSOCnbb,C49H99NO3S,-0.164,0.465,Noto
WSOCnbb,C50H34O6,0.033,0.8858,Noto
WSOCnbb,C50H38,0.033,0.8858,Noto
WSOCnbb,C50H52O8S2,-0.642,0.0013,Noto
WSOCnbb,C50H97NS2,-0.515,0.0141,Noto
WSOCnbb,C51H38O5,-0.658,9.00E-04,Noto
WSOCnbb,C51H40O6,-0.773,0,Noto
WSOCnbb,C51H40O7,0.003,0.9897,Noto
WSOCnbb,C51H47NO5S,-0.593,0.0036,Noto
WSOCnbb,C52H45N3O3S,-0.298,0.1783,Noto
WSOCnbb,C52H54N2O3S2,0.138,0.5416,Noto
WSOCnbb,C53H40O6,-0.746,1.00E-04,Noto
WSOCnbb,C53H42O7,-0.746,1.00E-04,Noto
WSOCnbb,C53H58N2O4S2,-0.51,0.0153,Noto
WSOCnbb,C53H85N3S2,-0.311,0.1588,Noto
WSOCnbb,C54H46O3S2,-0.055,0.8074,Noto
WSOCnbb,C55H41N3OS,-0.115,0.6113,Noto
WSOCnbb,C55H46O3S2,-0.013,0.9544,Noto
WSOCnbb,C56H44O9,-0.145,0.5185,Noto
WSOCnbb,C56H51N3O5S,-0.291,0.1882,Noto
WSOCnbb,C57H48O8,-0.272,0.2199,Noto
WSOCnbb,C57H50O9,-0.431,0.0453,Noto
WSOCnbb,C58H46N4O6,0.199,0.3743,Noto
WSOCnbb,C58H48OS,-0.003,0.9899,Noto
WSOCnbb,C58H50OS,-0.617,0.0022,Noto
WSOCnbb,C59H50OS,-0.588,0.004,Noto
WSOCnbb,C59H54OS,-0.794,0,Noto
WSOCnbb,C60H48N4O6,-0.755,0,Noto
WSOCnbb,C60H50OS,-0.531,0.0111,Noto
WSOCnbb,C60H52O2S,-0.081,0.7192,Noto
WSOCnbb,C60H54OS,-0.645,0.0012,Noto
WSOCnbb,C60H75NO,-0.788,0,Noto
WSOCnbb,C60H79NO,-0.566,0.006,Noto
WSOCnbb,C61H56O2S,-0.802,0,Noto
WSOCnbb,C62H56O2S,-0.694,3.00E-04,Noto
WSOCnbb,C63H56O3S,-0.678,5.00E-04,Noto
WSOCnbb,C63H58O3S,-0.788,0,Noto
WSOCnbb,C64H58O3S,-0.513,0.0145,Noto
WSOCnbb,C65H60O4S,-0.636,0.0015,Noto
WSOCnbb,C66H60O4S,-0.674,6.00E-04,Noto
WSOCnbb,C6H10O5S,-0.674,6.00E-04,Noto
WSOCnbb,C6H10O6S,-0.674,6.00E-04,Noto
WSOCnbb,C6H12O4S,-0.112,0.6208,Noto
WSOCnbb,C6H12O5S,-0.112,0.6208,Noto
WSOCnbb,C6H3NO5,-0.112,0.6208,Noto
WSOCnbb,C6H4N2O5,-0.112,0.6208,Noto
WSOCnbb,C6H5NO4,-0.112,0.6208,Noto
WSOCnbb,C6H5NO5,-0.112,0.6208,Noto
WSOCnbb,C6H6O5S,-0.112,0.6208,Noto
WSOCnbb,C7H10O5,0.723,1.00E-04,Noto
WSOCnbb,C7H10O6S,0.723,1.00E-04,Noto
WSOCnbb,C7H12O4,0.008,0.9719,Noto
WSOCnbb,C7H12O4S,0.008,0.9719,Noto
WSOCnbb,C7H12O5S,0.608,0.0027,Noto
WSOCnbb,C7H12O6S,0.648,0.0011,Noto
WSOCnbb,C7H12O7S,0.648,0.0011,Noto
WSOCnbb,C7H13NO7S,0.648,0.0011,Noto
WSOCnbb,C7H14O4S,-0.673,6.00E-04,Noto
WSOCnbb,C7H14O5S,-0.341,0.1204,Noto
WSOCnbb,C7H14O6S,-0.124,0.5831,Noto
WSOCnbb,C7H15NO7S,-0.241,0.2799,Noto
WSOCnbb,C7H5NO4,-0.241,0.2799,Noto
WSOCnbb,C7H5NO5,-0.241,0.2799,Noto
WSOCnbb,C7H6N2O4,-0.241,0.2799,Noto
WSOCnbb,C7H6N2O5,-0.062,0.785,Noto
WSOCnbb,C7H6N2O6,-0.062,0.785,Noto
WSOCnbb,C7H6O5,-0.062,0.785,Noto
WSOCnbb,C7H6O6S,-0.062,0.785,Noto
WSOCnbb,C7H7NO4,-0.062,0.785,Noto
WSOCnbb,C7H7NO5,-0.062,0.785,Noto
WSOCnbb,C7H7NO7S,-0.062,0.785,Noto
WSOCnbb,C7H8O5S,-0.062,0.785,Noto
WSOCnbb,C8H10O4,0.327,0.1375,Noto
WSOCnbb,C8H10O4S,0.327,0.1375,Noto
WSOCnbb,C8H10O5,0.521,0.013,Noto
WSOCnbb,C8H10O5S,0.521,0.013,Noto
WSOCnbb,C8H10O6S,0.521,0.013,Noto
WSOCnbb,C8H11NO4S,0.521,0.013,Noto
WSOCnbb,C8H11NO8S,0.521,0.013,Noto
WSOCnbb,C8H12O3,-0.439,0.0411,Noto
WSOCnbb,C8H12O5,0.308,0.1627,Noto
WSOCnbb,C8H12O6S,0.308,0.1627,Noto
WSOCnbb,C8H12O8S,0.308,0.1627,Noto
WSOCnbb,C8H13NO8S,0.308,0.1627,Noto
WSOCnbb,C8H14O4S,0.308,0.1627,Noto
WSOCnbb,C8H14O5,-0.337,0.1245,Noto
WSOCnbb,C8H14O5S,0.141,0.5301,Noto
WSOCnbb,C8H14O6S,0.184,0.4131,Noto
WSOCnbb,C8H14O7S,0.184,0.4131,Noto
WSOCnbb,C8H15NO7S,0.387,0.0754,Noto
WSOCnbb,C8H15NO8S,0.764,0,Noto
WSOCnbb,C8H16O3S,0.764,0,Noto
WSOCnbb,C8H16O5S,-0.494,0.0194,Noto
WSOCnbb,C8H16O6S,-0.077,0.7347,Noto
WSOCnbb,C8H17NO7S,0.627,0.0018,Noto
WSOCnbb,C8H17NO8S,0.695,3.00E-04,Noto
WSOCnbb,C8H5NO3,0.695,3.00E-04,Noto
WSOCnbb,C8H5NO4,0.695,3.00E-04,Noto
WSOCnbb,C8H6N2O2,0.695,3.00E-04,Noto
WSOCnbb,C8H6N2O3,0.695,3.00E-04,Noto
WSOCnbb,C8H6N2O5,0.695,3.00E-04,Noto
WSOCnbb,C8H6O4,0.252,0.2571,Noto
WSOCnbb,C8H6O5,0.252,0.2571,Noto
WSOCnbb,C8H6O6S,0.252,0.2571,Noto
WSOCnbb,C8H7NO3,0.252,0.2571,Noto
WSOCnbb,C8H7NO4,-0.6,0.0031,Noto
WSOCnbb,C8H7NO6,-0.6,0.0031,Noto
WSOCnbb,C8H8N2O4,-0.6,0.0031,Noto
WSOCnbb,C8H8N2O5,0.309,0.1612,Noto
WSOCnbb,C8H8N2O6,0.309,0.1612,Noto
WSOCnbb,C8H8N2O8S,0.309,0.1612,Noto
WSOCnbb,C8H8O4,-0.201,0.3709,Noto
WSOCnbb,C8H8O5,-0.201,0.3709,Noto
WSOCnbb,C8H8O5S,-0.201,0.3709,Noto
WSOCnbb,C8H8O6S,-0.201,0.3709,Noto
WSOCnbb,C8H8O7S,-0.201,0.3709,Noto
WSOCnbb,C8H9NO3,0.244,0.274,Noto
WSOCnbb,C8H9NO4,0.244,0.274,Noto
WSOCnbb,C8H9NO5,0.244,0.274,Noto
WSOCnbb,C8H9NO7S,0.244,0.274,Noto
WSOCnbb,C9H10N2O5,0.244,0.274,Noto
WSOCnbb,C9H10N2O6,0.244,0.274,Noto
WSOCnbb,C9H10N2O8S,0.244,0.274,Noto
WSOCnbb,C9H10O3,-0.253,0.2566,Noto
WSOCnbb,C9H10O4,-0.58,0.0047,Noto
WSOCnbb,C9H10O4S,-0.58,0.0047,Noto
WSOCnbb,C9H10O5,0.47,0.0271,Noto
WSOCnbb,C9H10O5S,0.47,0.0271,Noto
WSOCnbb,C9H10O6,0.47,0.0271,Noto
WSOCnbb,C9H10O6S,0.47,0.0271,Noto
WSOCnbb,C9H10O7S,0.47,0.0271,Noto
WSOCnbb,C9H10O9S,0.47,0.0271,Noto
WSOCnbb,C9H11NO3,-0.111,0.6218,Noto
WSOCnbb,C9H11NO4,0.069,0.7608,Noto
WSOCnbb,C9H11NO5,0.069,0.7608,Noto
WSOCnbb,C9H11NO6S,0.069,0.7608,Noto
WSOCnbb,C9H11NO7S,0.069,0.7608,Noto
WSOCnbb,C9H11NO8S,0.069,0.7608,Noto
WSOCnbb,C9H11NO9S,0.069,0.7608,Noto
WSOCnbb,C9H12N2O4S,-0.351,0.1091,Noto
WSOCnbb,C9H12O3,-0.387,0.0754,Noto
WSOCnbb,C9H12O3S,-0.114,0.6122,Noto
WSOCnbb,C9H12O4,0.064,0.7779,Noto
WSOCnbb,C9H12O4S,0.064,0.7779,Noto
WSOCnbb,C9H12O5,0.064,0.7779,Noto
WSOCnbb,C9H12O5S,0.064,0.7779,Noto
WSOCnbb,C9H12O6,0.064,0.7779,Noto
WSOCnbb,C9H12O6S,0.064,0.7779,Noto
