Envi,Formula,rho,p,Group
WSOCnbb,C31H46O5,-0.225,0.3133,Noto
WSOCnbb,C31H46O6,-0.225,0.3133,Noto
WSOCnbb,C31H46O7,-0.793,0,Noto
WSOCnbb,C31H46O8,0.518,0.0135,Noto
WSOCnbb,C31H46O9,-0.157,0.4857,Noto
WSOCnbb,C31H47NO11,-0.157,0.4857,Noto
WSOCnbb,C31H48N2O10S2,-0.707,2.00E-04,Noto
WSOCnbb,C31H48O10,0.458,0.032,Noto
WSOCnbb,C31H48O16,-0.091,0.6884,Noto
WSOCnbb,C31H48O17,-0.555,0.0073,Noto
WSOCnbb,C31H48O4,-0.555,0.0073,Noto
WSOCnbb,C31H48O6,-0.288,0.194,Noto
WSOCnbb,C31H48O8,0.311,0.1592,Noto
WSOCnbb,C31H48O9,0.568,0.0058,Noto
WSOCnbb,C31H49NO11,0.568,0.0058,Noto
WSOCnbb,C31H50O17,-0.048,0.8313,Noto
WSOCnbb,C31H50O8,0.525,0.0121,Noto
WSOCnbb,C31H50O9,0.429,0.0466,Noto
WSOCnbb,C31H52N2O6,-0.535,0.0103,Noto
WSOCnbb,C31H52O17,-0.458,0.0321,Noto
WSOCnbb,C31H52O6,-0.72,2.00E-04,Noto
WSOCnbb,C31H52O9,0.577,0.0049,Noto
WSOCnbb,C31H54O6,-0.735,1.00E-04,Noto
WSOCnbb,C31H54O7,-0.683,5.00E-04,Noto
WSOCnbb,C31H54O8,0.226,0.3119,Noto
WSOCnbb,C31H56O6,0.177,0.4314,Noto
WSOCnbb,C31H58O6,0.052,0.8197,Noto
WSOCnbb,C32H14N4O,-0.268,0.2286,Noto
WSOCnbb,C32H19NO3S,0.382,0.0796,Noto
WSOCnbb,C32H20N2O5S,0.341,0.1207,Noto
WSOCnbb,C32H21NO2S,0.444,0.0384,Noto
WSOCnbb,C32H24O9,0.444,0.0384,Noto
WSOCnbb,C32H26O10,0.444,0.0384,Noto
WSOCnbb,C32H26O11,0.444,0.0384,Noto
WSOCnbb,C32H26O12,0.444,0.0384,Noto
WSOCnbb,C32H26O7,0.444,0.0384,Noto
WSOCnbb,C32H26O8,0.444,0.0384,Noto
WSOCnbb,C32H26O9,0.444,0.0384,Noto
WSOCnbb,C32H28O10,0.444,0.0384,Noto
WSOCnbb,C32H28O11,0.444,0.0384,Noto
WSOCnbb,C32H28O12,0.444,0.0384,Noto
WSOCnbb,C32H28O13,0.444,0.0384,Noto
WSOCnbb,C32H28O7,0.444,0.0384,Noto
WSOCnbb,C32H28O8,0.444,0.0384,Noto
WSOCnbb,C32H28O9,0.444,0.0384,Noto
WSOCnbb,C32H30O10,0.444,0.0384,Noto
WSOCnbb,C32H30O11,0.444,0.0384,Noto
WSOCnbb,C32H30O12,0.444,0.0384,Noto
WSOCnbb,C32H30O13,0.444,0.0384,Noto
WSOCnbb,C32H30O14,0.444,0.0384,Noto
WSOCnbb,C32H30O7,0.444,0.0384,Noto
WSOCnbb,C32H30O8,0.444,0.0384,Noto
WSOCnbb,C32H30O9,0.444,0.0384,Noto
WSOCnbb,C32H31NO11,0.444,0.0384,Noto
WSOCnbb,C32H31NO12,0.444,0.0384,Noto
WSOCnbb,C32H32O10,0.444,0.0384,Noto
WSOCnbb,C32H32O11,0.444,0.0384,Noto
WSOCnbb,C32H32O12,0.444,0.0384,Noto
WSOCnbb,C32H32O13,0.444,0.0384,Noto
WSOCnbb,C32H32O7,0.444,0.0384,Noto
WSOCnbb,C32H32O8,0.444,0.0384,Noto
WSOCnbb,C32H32O9,0.444,0.0384,Noto
WSOCnbb,C32H33NO11,0.444,0.0384,Noto
WSOCnbb,C32H33NO12,0.444,0.0384,Noto
WSOCnbb,C32H33NO13,0.444,0.0384,Noto
WSOCnbb,C32H33NO14,0.444,0.0384,Noto
WSOCnbb,C32H34O10,0.444,0.0384,Noto
WSOCnbb,C32H34O11,0.444,0.0384,Noto
WSOCnbb,C32H34O12,0.444,0.0384,Noto
WSOCnbb,C32H34O13,0.444,0.0384,Noto
WSOCnbb,C32H34O14,0.444,0.0384,Noto
WSOCnbb,C32H34O7,0.444,0.0384,Noto
WSOCnbb,C32H34O8,0.444,0.0384,Noto
WSOCnbb,C32H34O9,0.444,0.0384,Noto
WSOCnbb,C32H35NO13,0.444,0.0384,Noto
WSOCnbb,C32H35NO14,0.444,0.0384,Noto
WSOCnbb,C32H35NO15,0.444,0.0384,Noto
WSOCnbb,C32H36O10,0.444,0.0384,Noto
WSOCnbb,C32H36O11,0.444,0.0384,Noto
WSOCnbb,C32H36O12,0.444,0.0384,Noto
WSOCnbb,C32H36O13,0.444,0.0384,Noto
WSOCnbb,C32H36O5,0.444,0.0384,Noto
WSOCnbb,C32H36O7,0.444,0.0384,Noto
WSOCnbb,C32H36O8,0.444,0.0384,Noto
WSOCnbb,C32H36O9,0.444,0.0384,Noto
WSOCnbb,C32H37NO13,0.444,0.0384,Noto
WSOCnbb,C32H37NO15,0.444,0.0384,Noto
WSOCnbb,C32H38O10,0.444,0.0384,Noto
WSOCnbb,C32H38O11,0.444,0.0384,Noto
WSOCnbb,C32H38O12,0.444,0.0384,Noto
WSOCnbb,C32H38O13,0.444,0.0384,Noto
WSOCnbb,C32H38O14,0.444,0.0384,Noto
WSOCnbb,C32H38O2S,0.598,0.0033,Noto
WSOCnbb,C32H38O3S,-0.581,0.0046,Noto
WSOCnbb,C32H38O6,-0.581,0.0046,Noto
WSOCnbb,C32H38O7,-0.581,0.0046,Noto
WSOCnbb,C32H38O8,-0.581,0.0046,Noto
WSOCnbb,C32H38O9,-0.581,0.0046,Noto
WSOCnbb,C32H39NO13,-0.581,0.0046,Noto
WSOCnbb,C32H39NO14,-0.581,0.0046,Noto
WSOCnbb,C32H40O10,-0.581,0.0046,Noto
WSOCnbb,C32H40O11,-0.581,0.0046,Noto
WSOCnbb,C32H40O12,-0.581,0.0046,Noto
WSOCnbb,C32H40O13,-0.581,0.0046,Noto
WSOCnbb,C32H40O2S,-0.422,0.0503,Noto
WSOCnbb,C32H40O6,-0.422,0.0503,Noto
WSOCnbb,C32H40O7,-0.422,0.0503,Noto
WSOCnbb,C32H40O8,-0.422,0.0503,Noto
WSOCnbb,C32H40O9,-0.422,0.0503,Noto
WSOCnbb,C32H41NO2S,-0.64,0.0013,Noto
WSOCnbb,C32H42O10,-0.64,0.0013,Noto
WSOCnbb,C32H42O11,-0.64,0.0013,Noto
WSOCnbb,C32H42O12,-0.64,0.0013,Noto
WSOCnbb,C32H42O5,-0.64,0.0013,Noto
WSOCnbb,C32H42O6,-0.64,0.0013,Noto
WSOCnbb,C32H42O7,-0.64,0.0013,Noto
WSOCnbb,C32H42O8,-0.64,0.0013,Noto
WSOCnbb,C32H42O9,0.662,8.00E-04,Noto
WSOCnbb,C32H44N4O8S2,-0.534,0.0105,Noto
WSOCnbb,C32H44O10,-0.534,0.0105,Noto
WSOCnbb,C32H44O11,-0.534,0.0105,Noto
WSOCnbb,C32H44O6,-0.534,0.0105,Noto
WSOCnbb,C32H44O7,-0.534,0.0105,Noto
WSOCnbb,C32H44O8,-0.534,0.0105,Noto
WSOCnbb,C32H44O9,-0.534,0.0105,Noto
WSOCnbb,C32H46N2O10S2,-0.751,1.00E-04,Noto
WSOCnbb,C32H46O10,-0.751,1.00E-04,Noto
WSOCnbb,C32H46O11,-0.751,1.00E-04,Noto
WSOCnbb,C32H46O7,-0.751,1.00E-04,Noto
WSOCnbb,C32H46O8,-0.697,3.00E-04,Noto
WSOCnbb,C32H46O9,-0.697,3.00E-04,Noto
WSOCnbb,C32H48O10,-0.697,3.00E-04,Noto
WSOCnbb,C32H48O11,0.447,0.0372,Noto
WSOCnbb,C32H48O17,-0.353,0.1071,Noto
WSOCnbb,C32H48O6,-0.378,0.0827,Noto
WSOCnbb,C32H48O8,0.141,0.5326,Noto
WSOCnbb,C32H48O9,0.574,0.0052,Noto
WSOCnbb,C32H50O10,0.638,0.0014,Noto
WSOCnbb,C32H50O15,-0.771,0,Noto
WSOCnbb,C32H50O16,0.106,0.6394,Noto
WSOCnbb,C32H50O17,-0.644,0.0012,Noto
WSOCnbb,C32H50O8,0.178,0.4271,Noto
WSOCnbb,C32H50O9,0.509,0.0156,Noto
WSOCnbb,C32H51NO11,0.525,0.012,Noto
WSOCnbb,C32H52O10,0.478,0.0244,Noto
WSOCnbb,C32H52O15,0.294,0.1839,Noto
WSOCnbb,C32H52O16,0.294,0.1839,Noto
WSOCnbb,C32H52O17,-0.714,2.00E-04,Noto
WSOCnbb,C32H52O8,0.13,0.5654,Noto
WSOCnbb,C32H52O9,0.429,0.0466,Noto
WSOCnbb,C32H54O16,0.209,0.3505,Noto
WSOCnbb,C32H54O17,-0.754,1.00E-04,Noto
WSOCnbb,C32H54O8,-0.282,0.2036,Noto
WSOCnbb,C32H54O9,0.073,0.7455,Noto
WSOCnbb,C32H64O4,0.073,0.7455,Noto
WSOCnbb,C32H64O4S,0.073,0.7455,Noto
WSOCnbb,C33H10N2,0.073,0.7455,Noto
WSOCnbb,C33H11N3,0.073,0.7455,Noto
WSOCnbb,C33H11N3O,0.073,0.7455,Noto
WSOCnbb,C33H21NO2S,0.533,0.0106,Noto
WSOCnbb,C33H21NO3S,0.427,0.0476,Noto
WSOCnbb,C33H22N2O4S,0.413,0.0563,Noto
WSOCnbb,C33H22N2O5S,0.468,0.0282,Noto
WSOCnbb,C33H23NO2S,0.422,0.0501,Noto
WSOCnbb,C33H23NO3S,0.499,0.0182,Noto
WSOCnbb,C33H25N3O4S,0.499,0.0182,Noto
WSOCnbb,C33H28O10,0.499,0.0182,Noto
WSOCnbb,C33H28O11,0.499,0.0182,Noto
WSOCnbb,C33H28O12,0.499,0.0182,Noto
WSOCnbb,C33H28O13,0.499,0.0182,Noto
WSOCnbb,C33H28O7,0.499,0.0182,Noto
WSOCnbb,C33H28O9,0.499,0.0182,Noto
WSOCnbb,C33H30O10,0.499,0.0182,Noto
WSOCnbb,C33H30O11,0.499,0.0182,Noto
WSOCnbb,C33H30O12,0.499,0.0182,Noto
WSOCnbb,C33H30O13,0.499,0.0182,Noto
WSOCnbb,C33H30O7,0.499,0.0182,Noto
WSOCnbb,C33H30O8,0.499,0.0182,Noto
WSOCnbb,C33H30O9,0.499,0.0182,Noto
WSOCnbb,C33H32O10,0.499,0.0182,Noto
WSOCnbb,C33H32O11,0.499,0.0182,Noto
WSOCnbb,C33H32O12,0.499,0.0182,Noto
WSOCnbb,C33H32O13,0.499,0.0182,Noto
WSOCnbb,C33H32O14,0.499,0.0182,Noto
WSOCnbb,C33H32O7,0.499,0.0182,Noto
WSOCnbb,C33H32O8,0.499,0.0182,Noto
WSOCnbb,C33H32O9,0.499,0.0182,Noto
WSOCnbb,C33H34O10,0.499,0.0182,Noto
WSOCnbb,C33H34O11,0.499,0.0182,Noto
WSOCnbb,C33H34O12,0.499,0.0182,Noto
WSOCnbb,C33H34O13,0.499,0.0182,Noto
WSOCnbb,C33H34O14,0.499,0.0182,Noto
WSOCnbb,C33H34O15,0.499,0.0182,Noto
WSOCnbb,C33H34O7,0.499,0.0182,Noto
WSOCnbb,C33H34O8,0.499,0.0182,Noto
WSOCnbb,C33H34O9,0.499,0.0182,Noto
WSOCnbb,C33H35NO13,0.499,0.0182,Noto
WSOCnbb,C33H35NO14,0.499,0.0182,Noto
WSOCnbb,C33H35NO15,0.499,0.0182,Noto
WSOCnbb,C33H36O10,0.499,0.0182,Noto
WSOCnbb,C33H36O11,0.499,0.0182,Noto
WSOCnbb,C33H36O12,0.499,0.0182,Noto
WSOCnbb,C33H36O13,0.499,0.0182,Noto
WSOCnbb,C33H36O14,0.499,0.0182,Noto
WSOCnbb,C33H36O7,0.499,0.0182,Noto
WSOCnbb,C33H36O8,0.499,0.0182,Noto
WSOCnbb,C33H36O9,0.499,0.0182,Noto
WSOCnbb,C33H37NO13,0.499,0.0182,Noto
WSOCnbb,C33H37NO14,0.499,0.0182,Noto
WSOCnbb,C33H37NO15,0.499,0.0182,Noto
WSOCnbb,C33H38O10,0.499,0.0182,Noto
WSOCnbb,C33H38O11,0.499,0.0182,Noto
WSOCnbb,C33H38O12,0.499,0.0182,Noto
WSOCnbb,C33H38O13,0.499,0.0182,Noto
WSOCnbb,C33H38O5,0.499,0.0182,Noto
WSOCnbb,C33H38O6,0.499,0.0182,Noto
WSOCnbb,C33H38O7,0.499,0.0182,Noto
WSOCnbb,C33H38O8,0.499,0.0182,Noto
WSOCnbb,C33H38O9,0.499,0.0182,Noto
WSOCnbb,C33H39NO14,0.499,0.0182,Noto
WSOCnbb,C33H40O10,0.499,0.0182,Noto
WSOCnbb,C33H40O11,0.499,0.0182,Noto
WSOCnbb,C33H40O12,0.499,0.0182,Noto
WSOCnbb,C33H40O13,0.499,0.0182,Noto
WSOCnbb,C33H40O2S,0.566,0.006,Noto
WSOCnbb,C33H40O3S,0.271,0.2225,Noto
WSOCnbb,C33H40O5,0.271,0.2225,Noto
WSOCnbb,C33H40O6,0.271,0.2225,Noto
WSOCnbb,C33H40O7,0.271,0.2225,Noto
WSOCnbb,C33H40O8,0.271,0.2225,Noto
WSOCnbb,C33H40O9,0.271,0.2225,Noto
WSOCnbb,C33H41NO14,0.271,0.2225,Noto
WSOCnbb,C33H42O10,0.271,0.2225,Noto
WSOCnbb,C33H42O11,0.271,0.2225,Noto
WSOCnbb,C33H42O12,0.271,0.2225,Noto
WSOCnbb,C33H42O13,0.271,0.2225,Noto
WSOCnbb,C33H42O3S,-0.058,0.7978,Noto
WSOCnbb,C33H42O6,-0.058,0.7978,Noto
WSOCnbb,C33H42O7,-0.058,0.7978,Noto
WSOCnbb,C33H42O8,-0.058,0.7978,Noto
WSOCnbb,C33H42O9,-0.058,0.7978,Noto
WSOCnbb,C33H43NO2,-0.556,0.0073,Noto
WSOCnbb,C33H44O10,-0.556,0.0073,Noto
WSOCnbb,C33H44O11,-0.556,0.0073,Noto
WSOCnbb,C33H44O12,-0.556,0.0073,Noto
WSOCnbb,C33H44O6,-0.556,0.0073,Noto
WSOCnbb,C33H44O7,-0.556,0.0073,Noto
WSOCnbb,C33H44O8,-0.556,0.0073,Noto
WSOCnbb,C33H44O9,-0.556,0.0073,Noto
WSOCnbb,C33H44OS,-0.55,0.008,Noto
WSOCnbb,C33H46O10,-0.55,0.008,Noto
WSOCnbb,C33H46O11,-0.55,0.008,Noto
WSOCnbb,C33H46O6,-0.55,0.008,Noto
WSOCnbb,C33H46O7,-0.55,0.008,Noto
WSOCnbb,C33H46O8,-0.55,0.008,Noto
WSOCnbb,C33H46O9,-0.55,0.008,Noto
WSOCnbb,C33H47N3O5,-0.679,5.00E-04,Noto
WSOCnbb,C33H48O10,-0.679,5.00E-04,Noto
WSOCnbb,C33H48O9,-0.679,5.00E-04,Noto
WSOCnbb,C33H50O10,0.527,0.0118,Noto
WSOCnbb,C33H50O9,0.182,0.4186,Noto
WSOCnbb,C33H52O15,-0.378,0.0828,Noto
WSOCnbb,C33H52O16,-0.309,0.1612,Noto
WSOCnbb,C33H52O18,-0.179,0.4251,Noto
WSOCnbb,C33H52O9,0.267,0.2292,Noto
WSOCnbb,C33H54O16,-0.711,2.00E-04,Noto
WSOCnbb,C33H54O19,-0.102,0.6506,Noto
WSOCnbb,C33H56O6,-0.652,0.001,Noto
WSOCnbb,C34H11N3O,-0.652,0.001,Noto
WSOCnbb,C34H11N3O2,-0.652,0.001,Noto
WSOCnbb,C34H12N2,0.688,4.00E-04,Noto
WSOCnbb,C34H13N3,0.688,4.00E-04,Noto
WSOCnbb,C34H13N3O,0.688,4.00E-04,Noto
WSOCnbb,C34H20O6,-0.389,0.0735,Noto
WSOCnbb,C34H22O4S,-0.389,0.0735,Noto
WSOCnbb,C34H28O11,-0.389,0.0735,Noto
WSOCnbb,C34H28O12,-0.389,0.0735,Noto
WSOCnbb,C34H28O9,-0.389,0.0735,Noto
WSOCnbb,C34H30O10,-0.389,0.0735,Noto
WSOCnbb,C34H30O11,-0.389,0.0735,Noto
WSOCnbb,C34H30O12,-0.389,0.0735,Noto
WSOCnbb,C34H30O13,-0.389,0.0735,Noto
WSOCnbb,C34H30O8,-0.389,0.0735,Noto
WSOCnbb,C34H30O9,-0.389,0.0735,Noto
WSOCnbb,C34H32O10,-0.389,0.0735,Noto
WSOCnbb,C34H32O11,-0.389,0.0735,Noto
WSOCnbb,C34H32O12,-0.389,0.0735,Noto
WSOCnbb,C34H32O13,-0.389,0.0735,Noto
WSOCnbb,C34H32O8,-0.389,0.0735,Noto
WSOCnbb,C34H32O9,-0.389,0.0735,Noto
WSOCnbb,C34H33NO13,-0.389,0.0735,Noto
WSOCnbb,C34H34O10,-0.389,0.0735,Noto
WSOCnbb,C34H34O11,-0.389,0.0735,Noto
WSOCnbb,C34H34O12,-0.389,0.0735,Noto
WSOCnbb,C34H34O13,-0.389,0.0735,Noto
WSOCnbb,C34H34O14,-0.389,0.0735,Noto
WSOCnbb,C34H34O8,-0.389,0.0735,Noto
WSOCnbb,C34H34O9,-0.389,0.0735,Noto
WSOCnbb,C34H34S,-0.43,0.0456,Noto
WSOCnbb,C34H36O10,-0.43,0.0456,Noto
WSOCnbb,C34H36O11,-0.43,0.0456,Noto
WSOCnbb,C34H36O12,-0.43,0.0456,Noto
WSOCnbb,C34H36O13,-0.43,0.0456,Noto
WSOCnbb,C34H36O14,-0.43,0.0456,Noto
WSOCnbb,C34H36O15,-0.43,0.0456,Noto
WSOCnbb,C34H37NO13,-0.43,0.0456,Noto
WSOCnbb,C34H38O10,-0.43,0.0456,Noto
WSOCnbb,C34H38O11,-0.43,0.0456,Noto
WSOCnbb,C34H38O12,-0.43,0.0456,Noto
WSOCnbb,C34H38O13,-0.43,0.0456,Noto
WSOCnbb,C34H38O14,-0.43,0.0456,Noto
WSOCnbb,C34H38O9,-0.43,0.0456,Noto
WSOCnbb,C34H39NO14,-0.43,0.0456,Noto
WSOCnbb,C34H40O10,-0.43,0.0456,Noto
WSOCnbb,C34H40O11,-0.43,0.0456,Noto
WSOCnbb,C34H40O12,-0.43,0.0456,Noto
WSOCnbb,C34H40O13,-0.43,0.0456,Noto
WSOCnbb,C34H40O5,-0.43,0.0456,Noto
WSOCnbb,C34H40O6,-0.43,0.0456,Noto
WSOCnbb,C34H40O7,-0.43,0.0456,Noto
WSOCnbb,C34H40O8,-0.43,0.0456,Noto
WSOCnbb,C34H40O9,-0.43,0.0456,Noto
WSOCnbb,C34H42O10,-0.43,0.0456,Noto
WSOCnbb,C34H42O11,-0.43,0.0456,Noto
WSOCnbb,C34H42O12,-0.43,0.0456,Noto
WSOCnbb,C34H42O6,-0.43,0.0456,Noto
WSOCnbb,C34H42O7,-0.43,0.0456,Noto
WSOCnbb,C34H42O8,-0.43,0.0456,Noto
WSOCnbb,C34H42O9,-0.43,0.0456,Noto
WSOCnbb,C34H44O10,-0.43,0.0456,Noto
WSOCnbb,C34H44O11,-0.43,0.0456,Noto
WSOCnbb,C34H44O12,-0.43,0.0456,Noto
WSOCnbb,C34H44O6,-0.43,0.0456,Noto
WSOCnbb,C34H44O7,-0.43,0.0456,Noto
WSOCnbb,C34H44O8,-0.43,0.0456,Noto
WSOCnbb,C34H44O9,-0.43,0.0456,Noto
WSOCnbb,C34H46N4O6S,-0.572,0.0054,Noto
WSOCnbb,C34H46N4O8S,0.195,0.3855,Noto
WSOCnbb,C34H46O10,0.195,0.3855,Noto
WSOCnbb,C34H46O11,0.195,0.3855,Noto
WSOCnbb,C34H46O12,0.195,0.3855,Noto
WSOCnbb,C34H46O7,0.195,0.3855,Noto
WSOCnbb,C34H46O8,0.195,0.3855,Noto
WSOCnbb,C34H46O9,0.195,0.3855,Noto
WSOCnbb,C34H48N4O7S,-0.486,0.022,Noto
WSOCnbb,C34H48N4O9S2,-0.231,0.3,Noto
WSOCnbb,C34H48O10,-0.231,0.3,Noto
WSOCnbb,C34H48O8,-0.267,0.23,Noto
WSOCnbb,C34H48O9,-0.267,0.23,Noto
WSOCnbb,C34H50N2O11S2,0.036,0.8741,Noto
WSOCnbb,C34H50O10,0.036,0.8741,Noto
WSOCnbb,C34H50O9,-0.167,0.4572,Noto
WSOCnbb,C34H52O9,-0.651,0.001,Noto
WSOCnbb,C34H54O19,-0.431,0.045,Noto
WSOCnbb,C34H60O6,-0.343,0.1177,Noto
WSOCnbb,C34H61NO10,-0.023,0.919,Noto
WSOCnbb,C34H65NO4,-0.623,0.002,Noto
WSOCnbb,C34H66O4,-0.341,0.1199,Noto
WSOCnbb,C34H67NO5,-0.725,1.00E-04,Noto
WSOCnbb,C34H67NO6S,-0.328,0.1355,Noto
WSOCnbb,C35H12N2,0.701,3.00E-04,Noto
WSOCnbb,C35H12N2O,0.643,0.0013,Noto
WSOCnbb,C35H13N3O,0.643,0.0013,Noto
WSOCnbb,C35H13N3O2,0.643,0.0013,Noto
WSOCnbb,C35H14N2,0.651,0.001,Noto
WSOCnbb,C35H14N2O,0.651,0.001,Noto
WSOCnbb,C35H15N3,0.651,0.001,Noto
WSOCnbb,C35H15N3O,0.651,0.001,Noto
WSOCnbb,C35H16S,-0.529,0.0113,Noto
WSOCnbb,C35H26S,-0.248,0.2649,Noto
WSOCnbb,C35H30O11,-0.248,0.2649,Noto
WSOCnbb,C35H30O12,-0.248,0.2649,Noto
WSOCnbb,C35H32O10,-0.248,0.2649,Noto
WSOCnbb,C35H32O11,-0.248,0.2649,Noto
WSOCnbb,C35H32O12,-0.248,0.2649,Noto
WSOCnbb,C35H34O10,-0.248,0.2649,Noto
WSOCnbb,C35H34O11,-0.248,0.2649,Noto
WSOCnbb,C35H34O12,-0.248,0.2649,Noto
WSOCnbb,C35H34O13,-0.248,0.2649,Noto
WSOCnbb,C35H36O11,-0.248,0.2649,Noto
WSOCnbb,C35H36O12,-0.248,0.2649,Noto
WSOCnbb,C35H36O13,-0.248,0.2649,Noto
WSOCnbb,C35H36O14,-0.248,0.2649,Noto
WSOCnbb,C35H38O10,-0.248,0.2649,Noto
WSOCnbb,C35H38O11,-0.248,0.2649,Noto
WSOCnbb,C35H38O12,-0.248,0.2649,Noto
WSOCnbb,C35H38O13,-0.248,0.2649,Noto
WSOCnbb,C35H40O10,-0.248,0.2649,Noto
WSOCnbb,C35H40O12,-0.248,0.2649,Noto
WSOCnbb,C35H40O13,-0.248,0.2649,Noto
WSOCnbb,C35H40O14,-0.248,0.2649,Noto
WSOCnbb,C35H42O10,-0.248,0.2649,Noto
WSOCnbb,C35H42O11,-0.248,0.2649,Noto
WSOCnbb,C35H42O12,-0.248,0.2649,Noto
WSOCnbb,C35H42O13,-0.248,0.2649,Noto
WSOCnbb,C35H42O7,-0.248,0.2649,Noto
WSOCnbb,C35H42O8,-0.248,0.2649,Noto
WSOCnbb,C35H42O9,-0.248,0.2649,Noto
WSOCnbb,C35H44O10,-0.248,0.2649,Noto
WSOCnbb,C35H44O11,-0.248,0.2649,Noto
WSOCnbb,C35H44O12,-0.248,0.2649,Noto
WSOCnbb,C35H44O6,-0.248,0.2649,Noto
WSOCnbb,C35H44O7,-0.248,0.2649,Noto
WSOCnbb,C35H44O8,-0.248,0.2649,Noto
WSOCnbb,C35H44O9,-0.248,0.2649,Noto
WSOCnbb,C35H46O10,-0.248,0.2649,Noto
WSOCnbb,C35H46O11,-0.248,0.2649,Noto
WSOCnbb,C35H46O12,-0.248,0.2649,Noto
WSOCnbb,C35H46O7,-0.248,0.2649,Noto
WSOCnbb,C35H46O8,-0.248,0.2649,Noto
WSOCnbb,C35H46O9,-0.248,0.2649,Noto
WSOCnbb,C35H48O10,-0.248,0.2649,Noto
WSOCnbb,C35H48O11,-0.248,0.2649,Noto
WSOCnbb,C35H48OS,-0.792,0,Noto
WSOCnbb,C35H54O17,0.119,0.5966,Noto
WSOCnbb,C35H54O18,-0.054,0.8115,Noto
WSOCnbb,C35H55NO12,-0.278,0.2101,Noto
WSOCnbb,C35H56O12,-0.012,0.9567,Noto
WSOCnbb,C35H56O13,-0.128,0.5711,Noto
WSOCnbb,C35H56O17,0.01,0.9645,Noto
WSOCnbb,C35H58N2O7,-0.153,0.4975,Noto
WSOCnbb,C35H58O12S2,-0.153,0.4975,Noto
WSOCnbb,C35H61NO7,-0.755,0,Noto
WSOCnbb,C35H61NO8S,-0.267,0.2297,Noto
WSOCnbb,C35H61NO9,-0.675,6.00E-04,Noto
WSOCnbb,C35H62O6,-0.082,0.7172,Noto
WSOCnbb,C36H11N,-0.082,0.7172,Noto
WSOCnbb,C36H12N2,0.768,0,Noto
WSOCnbb,C36H12N2O,0.768,0,Noto
WSOCnbb,C36H12N2O2,0.768,0,Noto
WSOCnbb,C36H13N,0.768,0,Noto
WSOCnbb,C36H13N3,0.768,0,Noto
WSOCnbb,C36H13N3O,0.768,0,Noto
WSOCnbb,C36H13N3O2,0.768,0,Noto
WSOCnbb,C36H14N2,0.771,0,Noto
WSOCnbb,C36H14N2O,0.771,0,Noto
WSOCnbb,C36H14N2O2,0.771,0,Noto
WSOCnbb,C36H15N3O,0.771,0,Noto
WSOCnbb,C36H15N3O2,0.771,0,Noto
WSOCnbb,C36H16N2,0.581,0.0046,Noto
WSOCnbb,C36H16N2O,0.581,0.0046,Noto
WSOCnbb,C36H17N3O,0.581,0.0046,Noto
WSOCnbb,C36H28N4O3S2,-0.488,0.0213,Noto
WSOCnbb,C36H32O12,-0.488,0.0213,Noto
WSOCnbb,C36H34O13,-0.488,0.0213,Noto
WSOCnbb,C36H36O13,-0.488,0.0213,Noto
WSOCnbb,C36H38O11,-0.488,0.0213,Noto
WSOCnbb,C36H38O12,-0.488,0.0213,Noto
WSOCnbb,C36H38O13,-0.488,0.0213,Noto
WSOCnbb,C36H38O6S,-0.305,0.1672,Noto
WSOCnbb,C36H38S,-0.625,0.0019,Noto
WSOCnbb,C36H40O11,-0.625,0.0019,Noto
WSOCnbb,C36H40O12,-0.625,0.0019,Noto
WSOCnbb,C36H40O13,-0.625,0.0019,Noto
WSOCnbb,C36H40O14,-0.625,0.0019,Noto
WSOCnbb,C36H42O11,-0.625,0.0019,Noto
WSOCnbb,C36H42O12,-0.625,0.0019,Noto
WSOCnbb,C36H42O14,-0.625,0.0019,Noto
WSOCnbb,C36H44O10,-0.625,0.0019,Noto
WSOCnbb,C36H44O11,-0.625,0.0019,Noto
WSOCnbb,C36H44O12,-0.625,0.0019,Noto
WSOCnbb,C36H44O13,-0.625,0.0019,Noto
WSOCnbb,C36H44O8,-0.625,0.0019,Noto
WSOCnbb,C36H44O9,-0.625,0.0019,Noto
WSOCnbb,C36H46O12,-0.625,0.0019,Noto
WSOCnbb,C36H46O8,-0.625,0.0019,Noto
WSOCnbb,C36H46O9,-0.625,0.0019,Noto
WSOCnbb,C36H48O8,-0.625,0.0019,Noto
WSOCnbb,C36H48O9,-0.625,0.0019,Noto
WSOCnbb,C36H54N2O12S2,-0.001,0.9976,Noto
WSOCnbb,C36H54O8,-0.643,0.0012,Noto
WSOCnbb,C36H58O17,0.083,0.7147,Noto
WSOCnbb,C36H60O4,0.083,0.7147,Noto
WSOCnbb,C36H62O4,0.083,0.7147,Noto
WSOCnbb,C36H69NO4,-0.48,0.0238,Noto
WSOCnbb,C36H70O4,-0.162,0.4707,Noto
WSOCnbb,C36H71NO4,-0.564,0.0063,Noto
WSOCnbb,C36H71NO5,-0.369,0.0912,Noto
WSOCnbb,C36H71NO6,-0.293,0.1852,Noto
WSOCnbb,C36H73NO5,-0.597,0.0033,Noto
WSOCnbb,C37H12N2,-0.597,0.0033,Noto
WSOCnbb,C37H12N2O,-0.597,0.0033,Noto
WSOCnbb,C37H13N,-0.597,0.0033,Noto
WSOCnbb,C37H14N2,-0.597,0.0033,Noto
WSOCnbb,C37H14N2O,-0.597,0.0033,Noto
